month,customer_id,plan,event,mrr
2022-03,1058,pro,churn,-79
2022-03,1059,starter,active,29
2022-03,1060,starter,churn,-29
2022-03,1061,starter,active,29
2022-03,1062,starter,active,29
2022-03,1063,pro,active,79
2022-03,1064,pro,churn,-79
2022-03,1065,starter,active,29
2022-03,1066,pro,expansion,50
2022-03,1067,starter,active,29
2022-03,1068,starter,active,29
2022-04,1114,enterprise,new,199
2022-04,1115,pro,new,79
2022-04,1116,starter,new,29
2022-04,1117,starter,new,29
2022-04,1118,pro,new,79
2022-04,1119,enterprise,new,199
2022-04,1120,starter,new,29
2022-04,1121,starter,new,29
2022-04,1122,pro,new,79
2022-04,1123,pro,new,79
2022-04,1124,pro,new,79
2022-04,1125,pro,new,79
2022-04,1126,starter,new,29
2022-04,1127,starter,new,29
2022-04,1128,pro,new,79
2022-04,1129,pro,new,79
2022-04,1130,pro,new,79
2022-04,1131,enterprise,new,199
2022-04,1132,starter,new,29
2022-04,1133,starter,new,29
2022-04,1134,pro,new,79
2022-04,1135,pro,new,79
2022-04,1136,pro,new,79
2022-04,1137,pro,new,79
2022-04,1138,pro,new,79
2022-04,1139,starter,new,29
2022-04,1140,starter,new,29
2022-04,1141,starter,new,29
2022-04,1142,starter,new,29
2022-04,1143,starter,new,29
2022-04,1144,starter,new,29
2022-04,1145,starter,new,29
2022-04,1146,starter,new,29
2022-04,1147,pro,new,79
2022-04,1148,starter,new,29
2022-04,1149,starter,new,29
2022-04,1150,pro,new,79
2022-04,1151,starter,new,29
2022-04,1152,starter,new,29
2022-04,1153,starter,new,29
2022-04,1154,pro,new,79
2022-04,1155,starter,new,29
2022-04,1156,pro,new,79
2022-04,1157,starter,new,29
2022-04,1158,starter,new,29
2022-04,1159,starter,new,29
2022-04,1160,starter,new,29
2022-04,1161,pro,new,79
2022-04,1162,pro,new,79
2022-04,1000,pro,active,79
2022-04,1001,starter,active,29
2022-04,1002,enterprise,active,199
2022-04,1003,starter,active,29
2022-04,1004,starter,active,29
2022-04,1005,enterprise,active,199
2022-04,1006,enterprise,active,199
2022-04,1007,pro,active,79
2022-04,1009,starter,active,29
2022-04,1010,enterprise,active,199
2022-04,1011,starter,active,29
2022-04,1012,starter,active,29
2022-04,1013,starter,active,29
2022-04,1014,starter,active,29
2022-04,1015,enterprise,active,199
2022-04,1016,starter,active,29
2022-04,1017,enterprise,active,199
2022-04,1018,starter,active,29
2022-04,1019,starter,active,29
2022-04,1020,starter,active,29
2022-04,1021,pro,active,79
2022-04,1022,enterprise,active,199
2022-04,1023,pro,active,79
2022-04,1024,enterprise,active,199
2022-04,1025,pro,active,79
2022-04,1026,pro,active,79
2022-04,1027,enterprise,active,199
2022-04,1028,starter,active,29
2022-04,1029,starter,active,29
2022-04,1030,starter,active,29
2022-04,1032,starter,churn,-29
2022-04,1033,starter,active,29
2022-04,1034,pro,active,79
2022-04,1035,starter,active,29
2022-04,1036,starter,active,29
2022-04,1037,starter,active,29
2022-04,1038,pro,active,79
2022-04,1039,starter,active,29
2022-04,1040,starter,churn,-29
2022-04,1041,enterprise,active,199
2022-04,1042,starter,active,29
2022-04,1043,starter,active,29
2022-04,1045,pro,active,79
2022-04,1046,starter,active,29
2022-04,1047,pro,active,79
2022-04,1048,starter,active,29
2022-04,1049,enterprise,active,199
2022-04,1050,pro,active,79
2022-04,1051,pro,active,79
2022-04,1052,pro,active,79
2022-04,1053,pro,active,79
2022-04,1054,starter,active,29
2022-04,1055,pro,active,79
2022-04,1056,starter,active,29
2022-04,1057,pro,active,79
2022-04,1059,starter,active,29
2022-04,1061,starter,active,29
2022-04,1062,starter,active,29
2022-04,1063,pro,active,79
2022-04,1065,starter,active,29
2022-04,1066,pro,active,79
2022-04,1067,starter,active,29
2022-04,1068,starter,active,29
2022-04,1069,starter,active,29
2022-04,1070,starter,active,29
2022-04,1071,starter,active,29
2022-04,1072,pro,active,79
2022-04,1073,pro,active,79
2022-04,1074,starter,churn,-29
2022-04,1075,starter,active,29
2022-04,1076,starter,active,29
2022-04,1077,pro,active,79
2022-04,1078,starter,active,29
2022-04,1079,pro,active,79
2022-04,1080,starter,active,29
2022-04,1081,enterprise,active,199
2022-04,1082,starter,active,29
2022-04,1083,starter,active,29
2022-04,1084,starter,active,29
2022-04,1085,enterprise,active,199
2022-04,1086,pro,active,79
2022-04,1087,starter,active,29
2022-04,1088,pro,active,79
2022-04,1089,pro,active,79
2022-04,1090,starter,active,29
2022-04,1091,starter,active,29
2022-04,1092,starter,active,29
2022-04,1093,starter,active,29
2022-04,1094,pro,active,79
2022-04,1095,enterprise,active,199
2022-04,1096,pro,active,79
2022-04,1097,starter,active,29
2022-04,1098,starter,active,29
2022-04,1099,pro,active,79
2022-04,1100,pro,active,79
2022-04,1101,pro,active,79
2022-04,1102,pro,active,79
2022-04,1103,pro,active,79
2022-04,1104,starter,active,29
2022-04,1105,starter,active,29
2022-04,1106,enterprise,expansion,120
2022-04,1107,pro,active,79
2022-04,1108,starter,active,29
2022-04,1109,starter,active,29
2022-04,1110,pro,active,79
2022-04,1111,starter,active,29
2022-04,1112,starter,churn,-29
2022-04,1113,starter,active,29
2022-05,1163,starter,new,29
2022-05,1164,pro,new,79
2022-05,1165,starter,new,29
2022-05,1166,pro,new,79
2022-05,1167,enterprise,new,199
2022-05,1168,starter,new,29
2022-05,1169,starter,new,29
2022-05,1170,pro,new,79
2022-05,1171,starter,new,29
2022-05,1172,starter,new,29
2022-05,1173,enterprise,new,199
2022-05,1174,starter,new,29
2022-05,1175,enterprise,new,199
2022-05,1176,enterprise,new,199
2022-05,1177,starter,new,29
2022-05,1178,starter,new,29
2022-05,1179,starter,new,29
2022-05,1180,starter,new,29
2022-05,1181,starter,new,29
2022-05,1182,pro,new,79
2022-05,1183,starter,new,29
2022-05,1184,starter,new,29
2022-05,1185,pro,new,79
2022-05,1186,starter,new,29
2022-05,1187,pro,new,79
2022-05,1188,starter,new,29
2022-05,1189,starter,new,29
2022-05,1190,pro,new,79
2022-05,1191,pro,new,79
2022-05,1192,pro,new,79
2022-05,1193,pro,new,79
2022-05,1194,pro,new,79
2022-05,1195,starter,new,29
2022-05,1196,starter,new,29
2022-05,1197,pro,new,79
2022-05,1198,pro,new,79
2022-05,1199,enterprise,new,199
2022-05,1200,starter,new,29
2022-05,1201,starter,new,29
2022-05,1202,pro,new,79
2022-05,1203,starter,new,29
2022-05,1204,enterprise,new,199
2022-05,1205,pro,new,79
2022-05,1206,starter,new,29
2022-05,1207,pro,new,79
2022-05,1208,pro,new,79
2022-05,1000,pro,active,79
2022-05,1001,starter,active,29
2022-05,1002,enterprise,active,199
2022-05,1003,starter,active,29
2022-05,1004,starter,active,29
2022-05,1005,enterprise,active,199
2022-05,1006,enterprise,active,199
2022-05,1007,pro,churn,-79
2022-05,1009,starter,active,29
2022-05,1010,enterprise,active,199
2022-05,1011,starter,active,29
2022-05,1012,starter,active,29
2022-05,1013,starter,churn,-29
2022-05,1014,starter,active,29
2022-05,1015,enterprise,active,199
2022-05,1016,starter,churn,-29
2022-05,1017,enterprise,active,199
2022-05,1018,starter,churn,-29
2022-05,1019,starter,active,29
2022-05,1020,starter,active,29
2022-05,1021,pro,active,79
2022-05,1022,enterprise,active,199
2022-05,1023,pro,active,79
2022-05,1024,enterprise,active,199
2022-05,1025,pro,active,79
2022-05,1026,pro,active,79
2022-05,1027,enterprise,active,199
2022-05,1028,starter,active,29
2022-05,1029,starter,active,29
2022-05,1030,pro,expansion,50
2022-05,1033,starter,active,29
2022-05,1034,pro,active,79
2022-05,1035,starter,active,29
2022-05,1036,starter,active,29
2022-05,1037,starter,active,29
2022-05,1038,pro,active,79
2022-05,1039,starter,active,29
2022-05,1041,enterprise,churn,-199
2022-05,1042,starter,active,29
2022-05,1043,starter,active,29
2022-05,1045,pro,active,79
2022-05,1046,starter,churn,-29
2022-05,1047,pro,active,79
2022-05,1048,starter,active,29
2022-05,1049,enterprise,active,199
2022-05,1050,pro,active,79
2022-05,1051,pro,active,79
2022-05,1052,pro,active,79
2022-05,1053,pro,active,79
2022-05,1054,starter,active,29
2022-05,1055,pro,active,79
2022-05,1056,starter,active,29
2022-05,1057,pro,active,79
2022-05,1059,starter,active,29
2022-05,1061,starter,active,29
2022-05,1062,starter,churn,-29
2022-05,1063,pro,active,79
2022-05,1065,starter,active,29
2022-05,1066,pro,active,79
2022-05,1067,starter,active,29
2022-05,1068,starter,active,29
2022-05,1069,starter,active,29
2022-05,1070,starter,active,29
2022-05,1071,starter,active,29
2022-05,1072,pro,active,79
2022-05,1073,pro,active,79
2022-05,1075,starter,active,29
2022-05,1076,starter,active,29
2022-05,1077,pro,active,79
2022-05,1078,starter,active,29
2022-05,1079,pro,active,79
2022-05,1080,starter,active,29
2022-05,1081,enterprise,active,199
2022-05,1082,starter,active,29
2022-05,1083,pro,expansion,50
2022-05,1084,starter,active,29
2022-05,1085,enterprise,active,199
2022-05,1086,pro,active,79
2022-05,1087,starter,active,29
2022-05,1088,pro,active,79
2022-05,1089,enterprise,expansion,120
2022-05,1090,starter,active,29
2022-05,1091,starter,active,29
2022-05,1092,starter,active,29
2022-05,1093,starter,active,29
2022-05,1094,pro,active,79
2022-05,1095,enterprise,active,199
2022-05,1096,enterprise,expansion,120
2022-05,1097,starter,churn,-29
2022-05,1098,starter,active,29
2022-05,1099,pro,active,79
2022-05,1100,pro,active,79
2022-05,1101,pro,active,79
2022-05,1102,pro,active,79
2022-05,1103,pro,active,79
2022-05,1104,starter,active,29
2022-05,1105,starter,active,29
2022-05,1106,enterprise,active,199
2022-05,1107,pro,active,79
2022-05,1108,starter,active,29
2022-05,1109,starter,active,29
2022-05,1110,pro,active,79
2022-05,1111,starter,active,29
2022-05,1113,starter,active,29
2022-05,1114,enterprise,active,199
2022-05,1115,pro,active,79
2022-05,1116,starter,active,29
2022-05,1117,starter,active,29
2022-05,1118,pro,active,79
2022-05,1119,enterprise,active,199
2022-05,1120,starter,active,29
2022-05,1121,starter,active,29
2022-05,1122,pro,active,79
2022-05,1123,pro,active,79
2022-05,1124,pro,active,79
2022-05,1125,pro,active,79
2022-05,1126,starter,active,29
2022-05,1127,starter,active,29
2022-05,1128,pro,active,79
2022-05,1129,pro,active,79
2022-05,1130,pro,active,79
2022-05,1131,enterprise,active,199
2022-05,1132,starter,active,29
2022-05,1133,starter,active,29
2022-05,1134,pro,active,79
2022-05,1135,pro,active,79
2022-05,1136,pro,active,79
2022-05,1137,pro,active,79
2022-05,1138,pro,active,79
2022-05,1139,starter,active,29
2022-05,1140,starter,active,29
2022-05,1141,starter,active,29
2022-05,1142,starter,active,29
2022-05,1143,starter,active,29
2022-05,1144,starter,active,29
2022-05,1145,starter,active,29
2022-05,1146,starter,active,29
2022-05,1147,pro,active,79
2022-05,1148,starter,active,29
2022-05,1149,starter,churn,-29
2022-05,1150,enterprise,expansion,120
2022-05,1151,starter,active,29
2022-05,1152,starter,active,29
2022-05,1153,starter,active,29
2022-05,1154,pro,active,79
2022-05,1155,starter,active,29
2022-05,1156,pro,active,79
2022-05,1157,starter,churn,-29
2022-05,1158,starter,active,29
2022-05,1159,starter,active,29
2022-05,1160,starter,active,29
2022-05,1161,pro,active,79
2022-05,1162,pro,active,79
2022-06,1209,enterprise,new,199
2022-06,1210,pro,new,79
2022-06,1211,starter,new,29
2022-06,1212,starter,new,29
2022-06,1213,pro,new,79
2022-06,1214,starter,new,29
2022-06,1215,starter,new,29
2022-06,1216,enterprise,new,199
2022-06,1217,starter,new,29
2022-06,1218,starter,new,29
2022-06,1219,starter,new,29
2022-06,1220,starter,new,29
2022-06,1221,starter,new,29
2022-06,1222,starter,new,29
2022-06,1223,starter,new,29
2022-06,1224,pro,new,79
2022-06,1225,pro,new,79
2022-06,1226,pro,new,79
2022-06,1227,enterprise,new,199
2022-06,1228,starter,new,29
2022-06,1229,starter,new,29
2022-06,1230,pro,new,79
2022-06,1231,starter,new,29
2022-06,1232,enterprise,new,199
2022-06,1233,starter,new,29
2022-06,1234,enterprise,new,199
2022-06,1235,starter,new,29
2022-06,1236,pro,new,79
2022-06,1237,starter,new,29
2022-06,1238,enterprise,new,199
2022-06,1239,starter,new,29
2022-06,1240,starter,new,29
2022-06,1241,enterprise,new,199
2022-06,1242,starter,new,29
2022-06,1243,pro,new,79
2022-06,1244,pro,new,79
2022-06,1245,starter,new,29
2022-06,1246,pro,new,79
2022-06,1247,pro,new,79
2022-06,1248,enterprise,new,199
2022-06,1249,starter,new,29
2022-06,1250,starter,new,29
2022-06,1251,enterprise,new,199
2022-06,1252,pro,new,79
2022-06,1253,starter,new,29
2022-06,1254,pro,new,79
2022-06,1255,starter,new,29
2022-06,1000,pro,active,79
2022-06,1001,starter,active,29
2022-06,1002,enterprise,active,199
2022-06,1003,starter,active,29
2022-06,1004,pro,expansion,50
2022-06,1005,enterprise,active,199
2022-06,1006,enterprise,active,199
2022-06,1009,starter,churn,-29
2022-06,1010,enterprise,active,199
2022-06,1011,starter,active,29
2022-06,1012,starter,active,29
2022-06,1014,starter,active,29
2022-06,1015,enterprise,active,199
2022-06,1017,enterprise,active,199
2022-06,1019,pro,expansion,50
2022-06,1020,starter,active,29
2022-06,1021,pro,churn,-79
2022-06,1022,enterprise,active,199
2022-06,1023,pro,active,79
2022-06,1024,enterprise,active,199
2022-06,1025,pro,active,79
2022-06,1026,pro,active,79
2022-06,1027,enterprise,active,199
2022-06,1028,starter,active,29
2022-06,1029,starter,active,29
2022-06,1030,pro,active,79
2022-06,1033,starter,active,29
2022-06,1034,pro,active,79
2022-06,1035,starter,active,29
2022-06,1036,starter,active,29
2022-06,1037,starter,active,29
2022-06,1038,pro,active,79
2022-06,1039,starter,active,29
2022-06,1042,starter,active,29
2022-06,1043,starter,active,29
2022-06,1045,pro,active,79
2022-06,1047,pro,active,79
2022-06,1048,starter,active,29
2022-06,1049,enterprise,active,199
2022-06,1050,pro,active,79
2022-06,1051,pro,active,79
2022-06,1052,pro,active,79
2022-06,1053,pro,active,79
2022-06,1054,starter,active,29
2022-06,1055,pro,active,79
2022-06,1056,starter,active,29
2022-06,1057,pro,active,79
2022-06,1059,starter,active,29
2022-06,1061,starter,active,29
2022-06,1063,pro,active,79
2022-06,1065,starter,active,29
2022-06,1066,pro,active,79
2022-06,1067,starter,active,29
2022-06,1068,starter,active,29
2022-06,1069,starter,active,29
2022-06,1070,starter,active,29
2022-06,1071,starter,active,29
2022-06,1072,pro,active,79
2022-06,1073,pro,active,79
2022-06,1075,starter,active,29
2022-06,1076,pro,expansion,50
2022-06,1077,enterprise,expansion,120
2022-06,1078,starter,active,29
2022-06,1079,pro,active,79
2022-06,1080,starter,active,29
2022-06,1081,enterprise,active,199
2022-06,1082,starter,active,29
2022-06,1083,pro,active,79
2022-06,1084,starter,active,29
2022-06,1085,enterprise,active,199
2022-06,1086,pro,active,79
2022-06,1087,starter,active,29
2022-06,1088,pro,active,79
2022-06,1089,enterprise,active,199
2022-06,1090,starter,active,29
2022-06,1091,starter,active,29
2022-06,1092,starter,active,29
2022-06,1093,starter,active,29
2022-06,1094,pro,active,79
2022-06,1095,enterprise,active,199
2022-06,1096,enterprise,active,199
2022-06,1098,starter,churn,-29
2022-06,1099,pro,active,79
2022-06,1100,pro,churn,-79
2022-06,1101,pro,active,79
2022-06,1102,pro,active,79
2022-06,1103,pro,active,79
2022-06,1104,starter,active,29
2022-06,1105,starter,active,29
2022-06,1106,enterprise,active,199
2022-06,1107,pro,active,79
2022-06,1108,starter,active,29
2022-06,1109,starter,active,29
2022-06,1110,pro,active,79
2022-06,1111,starter,active,29
2022-06,1113,starter,active,29
2022-06,1114,enterprise,active,199
2022-06,1115,pro,active,79
2022-06,1116,pro,expansion,50
2022-06,1117,starter,active,29
2022-06,1118,pro,active,79
2022-06,1119,enterprise,active,199
2022-06,1120,starter,active,29
2022-06,1121,starter,active,29
2022-06,1122,pro,active,79
2022-06,1123,pro,active,79
2022-06,1124,pro,active,79
2022-06,1125,pro,active,79
2022-06,1126,starter,active,29
2022-06,1127,pro,expansion,50
2022-06,1128,pro,active,79
2022-06,1129,enterprise,expansion,120
2022-06,1130,pro,active,79
2022-06,1131,enterprise,active,199
2022-06,1132,starter,active,29
2022-06,1133,starter,active,29
2022-06,1134,pro,active,79
2022-06,1135,pro,active,79
2022-06,1136,pro,active,79
2022-06,1137,pro,active,79
2022-06,1138,pro,active,79
2022-06,1139,starter,active,29
2022-06,1140,starter,active,29
2022-06,1141,starter,active,29
2022-06,1142,starter,active,29
2022-06,1143,starter,active,29
2022-06,1144,starter,active,29
2022-06,1145,starter,active,29
2022-06,1146,starter,active,29
2022-06,1147,pro,active,79
2022-06,1148,starter,active,29
2022-06,1150,enterprise,active,199
2022-06,1151,starter,churn,-29
2022-06,1152,starter,active,29
2022-06,1153,starter,active,29
2022-06,1154,pro,active,79
2022-06,1155,starter,active,29
2022-06,1156,pro,active,79
2022-06,1158,starter,active,29
2022-06,1159,starter,churn,-29
2022-06,1160,starter,active,29
2022-06,1161,pro,active,79
2022-06,1162,pro,active,79
2022-06,1163,starter,churn,-29
2022-06,1164,pro,active,79
2022-06,1165,starter,active,29
2022-06,1166,pro,active,79
2022-06,1167,enterprise,active,199
2022-06,1168,starter,active,29
2022-06,1169,starter,active,29
2022-06,1170,pro,active,79
2022-06,1171,starter,active,29
2022-06,1172,pro,expansion,50
2022-06,1173,enterprise,active,199
2022-06,1174,starter,active,29
2022-06,1175,enterprise,active,199
2022-06,1176,enterprise,active,199
2022-06,1177,starter,active,29
2022-06,1178,starter,active,29
2022-06,1179,starter,active,29
2022-06,1180,starter,active,29
2022-06,1181,starter,churn,-29
2022-06,1182,pro,active,79
2022-06,1183,starter,active,29
2022-06,1184,starter,active,29
2022-06,1185,pro,active,79
2022-06,1186,starter,active,29
2022-06,1187,pro,active,79
2022-06,1188,starter,active,29
2022-06,1189,starter,active,29
2022-06,1190,pro,active,79
2022-06,1191,pro,active,79
2022-06,1192,pro,active,79
2022-06,1193,pro,active,79
2022-06,1194,pro,active,79
2022-06,1195,starter,active,29
2022-06,1196,starter,active,29
2022-06,1197,enterprise,expansion,120
2022-06,1198,pro,active,79
2022-06,1199,enterprise,active,199
2022-06,1200,starter,active,29
2022-06,1201,starter,active,29
2022-06,1202,pro,active,79
2022-06,1203,starter,active,29
2022-06,1204,enterprise,active,199
2022-06,1205,pro,active,79
2022-06,1206,starter,churn,-29
2022-06,1207,pro,active,79
2022-06,1208,pro,active,79
2022-07,1256,enterprise,new,199
2022-07,1257,pro,new,79
2022-07,1258,starter,new,29
2022-07,1259,pro,new,79
2022-07,1260,pro,new,79
2022-07,1261,starter,new,29
2022-07,1262,starter,new,29
2022-07,1263,pro,new,79
2022-07,1264,starter,new,29
2022-07,1265,pro,new,79
2022-07,1266,starter,new,29
2022-07,1267,pro,new,79
2022-07,1268,starter,new,29
2022-07,1269,starter,new,29
2022-07,1270,pro,new,79
2022-07,1271,starter,new,29
2022-07,1272,starter,new,29
2022-07,1273,starter,new,29
2022-07,1274,pro,new,79
2022-07,1275,pro,new,79
2022-07,1276,pro,new,79
2022-07,1277,starter,new,29
2022-07,1278,starter,new,29
2022-07,1279,starter,new,29
2022-07,1280,starter,new,29
2022-07,1281,pro,new,79
2022-07,1282,starter,new,29
2022-07,1283,starter,new,29
2022-07,1284,enterprise,new,199
2022-07,1285,starter,new,29
2022-07,1286,starter,new,29
2022-07,1287,pro,new,79
2022-07,1288,starter,new,29
2022-07,1289,pro,new,79
2022-07,1290,pro,new,79
2022-07,1291,enterprise,new,199
2022-07,1292,starter,new,29
2022-07,1293,enterprise,new,199
2022-07,1294,starter,new,29
2022-07,1295,starter,new,29
2022-07,1296,starter,new,29
2022-07,1297,enterprise,new,199
2022-07,1298,starter,new,29
2022-07,1299,starter,new,29
2022-07,1300,pro,new,79
2022-07,1301,starter,new,29
2022-07,1302,starter,new,29
2022-07,1303,starter,new,29
2022-07,1304,starter,new,29
2022-07,1305,starter,new,29
2022-07,1306,starter,new,29
2022-07,1307,pro,new,79
2022-07,1308,starter,new,29
2022-07,1309,starter,new,29
2022-07,1310,pro,new,79
2022-07,1000,pro,active,79
2022-07,1001,starter,active,29
2022-07,1002,enterprise,active,199
2022-07,1003,starter,active,29
2022-07,1004,pro,active,79
2022-07,1005,enterprise,active,199
2022-07,1006,enterprise,active,199
2022-07,1010,enterprise,active,199
2022-07,1011,starter,active,29
2022-07,1012,starter,active,29
2022-07,1014,pro,expansion,50
2022-07,1015,enterprise,active,199
2022-07,1017,enterprise,active,199
2022-07,1019,pro,active,79
2022-07,1020,starter,active,29
2022-07,1022,enterprise,active,199
2022-07,1023,pro,active,79
2022-07,1024,enterprise,active,199
2022-07,1025,pro,active,79
2022-07,1026,pro,active,79
2022-07,1027,enterprise,active,199
2022-07,1028,starter,active,29
2022-07,1029,starter,active,29
2022-07,1030,pro,active,79
2022-07,1033,starter,active,29
2022-07,1034,pro,active,79
2022-07,1035,starter,active,29
2022-07,1036,starter,active,29
2022-07,1037,starter,active,29
2022-07,1038,pro,active,79
2022-07,1039,starter,active,29
2022-07,1042,starter,active,29
2022-07,1043,starter,active,29
2022-07,1045,enterprise,expansion,120
2022-07,1047,pro,active,79
2022-07,1048,starter,active,29
2022-07,1049,enterprise,active,199
2022-07,1050,pro,active,79
2022-07,1051,pro,active,79
2022-07,1052,pro,active,79
2022-07,1053,pro,active,79
2022-07,1054,starter,churn,-29
